,FIPS,County,State,2010_Census_Population,Population_Estimate_2011,Population_Estimate_2012,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
999,21013,Bell County, Kentucky,28691,28657,28296,28047,27847,27391,27231,26904,26569
1000,21015,Boone County, Kentucky,118811,121545,123074,124680,126330,127818,129185,130611,131533
1001,21017,Bourbon County, Kentucky,19985,20055,20061,20038,20074,20182,20147,20132,20184
1002,21019,Boyd County, Kentucky,49542,49419,49255,48917,48840,48506,48109,47759,47240
1003,21021,Boyle County, Kentucky,28432,28796,29021,29634,29810,29762,29933,29958,30100
1004,21023,Bracken County, Kentucky,8488,8511,8460,8421,8357,8288,8367,8277,8239
1005,21025,Breathitt County, Kentucky,13878,13792,13617,13533,13371,13369,13182,12931,12726
1006,21027,Breckinridge County, Kentucky,20059,20272,20080,20047,19887,19987,19988,20151,20388
1007,21029,Bullitt County, Kentucky,74319,75199,75921,76899,78052,78696,79231,80284,81069
1008,21031,Butler County, Kentucky,12690,12717,12740,12704,12736,12734,12683,12798,12772
1009,21033,Caldwell County, Kentucky,12984,13026,12993,12887,12852,12752,12637,12677,12715
1010,21035,Calloway County, Kentucky,37191,37668,38054,38435,38465,38658,38759,38865,39135
1011,21037,Campbell County, Kentucky,90336,91064,90907,91089,91637,91945,92055,92547,93152
1012,21039,Carlisle County, Kentucky,5104,5036,5029,4961,4963,4856,4787,4828,4771
1013,21041,Carroll County, Kentucky,10811,10996,10882,10850,10755,10700,10633,10728,10737
1014,21043,Carter County, Kentucky,27720,27630,27645,27605,27521,27443,27290,27193,27004
1015,21045,Casey County, Kentucky,15955,15911,16028,16014,15783,15746,15768,15794,15888
1016,21047,Christian County, Kentucky,73955,73473,74945,73690,73379,73155,71860,71252,71671
1017,21049,Clark County, Kentucky,35613,35437,35695,35562,35631,35675,35863,35940,36249
1018,21051,Clay County, Kentucky,21730,21594,21527,21198,21094,20990,20643,20273,20105
1019,21053,Clinton County, Kentucky,10272,10159,10272,10183,10213,10189,10208,10239,10206
1020,21055,Crittenden County, Kentucky,9315,9249,9223,9179,9176,9169,9133,9021,8915
1021,21057,Cumberland County, Kentucky,6856,6870,6859,6796,6727,6743,6738,6696,6659
1022,21059,Daviess County, Kentucky,96656,97179,97884,98338,98485,99509,100043,100546,101104
1023,21061,Edmonson County, Kentucky,12161,12230,12095,12062,12010,11995,12081,12248,12274
1024,21063,Elliott County, Kentucky,7852,7781,7632,7551,7533,7548,7490,7508,7508
1025,21065,Estill County, Kentucky,14672,14655,14506,14486,14445,14377,14318,14227,14198
1026,21067,Fayette County, Kentucky,295803,301736,306075,310010,311955,316002,319738,322193,323780
1027,21069,Fleming County, Kentucky,14348,14486,14532,14540,14478,14578,14479,14428,14432
1028,21071,Floyd County, Kentucky,39451,39755,39147,38486,38010,37535,36979,36261,35845
1029,21073,Franklin County, Kentucky,49285,49323,49475,49497,49750,50096,50313,50504,50815
1030,21075,Fulton County, Kentucky,6813,6745,6563,6389,6267,6269,6190,6204,6120
1031,21077,Gallatin County, Kentucky,8589,8616,8544,8569,8626,8601,8711,8745,8832
1032,21079,Garrard County, Kentucky,16912,16870,17012,17000,16981,17213,17387,17497,17560
1033,21081,Grant County, Kentucky,24662,24757,24507,24553,24814,24727,24915,25000,25121
1034,21083,Graves County, Kentucky,37121,37598,37561,37400,37575,37230,37175,37173,37317
1035,21085,Grayson County, Kentucky,25746,25755,25800,25958,26075,26143,26088,26264,26321
1036,21087,Green County, Kentucky,11258,11207,11297,11174,11038,10973,10990,11064,11049
1037,21089,Greenup County, Kentucky,36910,36816,36660,36460,36280,35983,35804,35491,35268
1038,21091,Hancock County, Kentucky,8565,8590,8643,8630,8685,8644,8728,8778,8758
1039,21093,Hardin County, Kentucky,105543,107508,108245,109013,108531,106323,107041,108226,110356
1040,21095,Harlan County, Kentucky,29278,29121,28673,28487,28018,27511,27005,26725,26409
1041,21097,Harrison County, Kentucky,18846,18683,18619,18569,18630,18637,18565,18730,18778
1042,21099,Hart County, Kentucky,18199,18287,18403,18465,18511,18418,18537,18762,18906
1043,21101,Henderson County, Kentucky,46250,46340,46441,46369,46407,46399,46301,45989,45591
1044,21103,Henry County, Kentucky,15416,15377,15343,15439,15556,15572,15844,15994,16106
1045,21105,Hickman County, Kentucky,4902,4781,4735,4707,4678,4610,4606,4523,4421
1046,21107,Hopkins County, Kentucky,46920,46846,46621,46442,46177,46077,45628,45369,45068
1047,21109,Jackson County, Kentucky,13494,13384,13308,13393,13309,13327,13365,13420,13442
1048,21111,Jefferson County, Kentucky,741096,746412,751865,759426,761973,765192,767711,770377,770517
1049,21113,Jessamine County, Kentucky,48586,48903,49492,50145,50894,51815,52198,53281,53920
1050,21115,Johnson County, Kentucky,23356,23419,23410,23465,23259,23136,22862,22571,22386
1051,21117,Kenton County, Kentucky,159720,160300,161274,162705,163210,164092,164676,165410,166051
1052,21119,Knott County, Kentucky,16346,16317,16137,16101,15955,15692,15505,15285,15126
1053,21121,Knox County, Kentucky,31883,31882,31506,31653,31558,31485,31506,31484,31304
1054,21123,Larue County, Kentucky,14193,14187,14060,14031,14117,14121,14024,14211,14307
1055,21125,Laurel County, Kentucky,58849,59358,59547,59716,59911,59930,60089,60299,60669
1056,21127,Lawrence County, Kentucky,15860,15943,15898,15910,15892,15873,15842,15735,15571
1057,21129,Lee County, Kentucky,7887,7708,7581,6879,6796,6742,6593,6590,7033
1058,21131,Leslie County, Kentucky,11310,11237,11141,10986,10832,10646,10430,10309,10143
1059,21133,Letcher County, Kentucky,24519,24375,24014,23544,23359,23044,22751,22328,21899
1060,21135,Lewis County, Kentucky,13870,13804,13773,13686,13763,13600,13474,13358,13257
1061,21137,Lincoln County, Kentucky,24742,24719,24406,24440,24429,24343,24376,24498,24644
1062,21139,Livingston County, Kentucky,9519,9503,9438,9332,9327,9286,9194,9264,9242
1063,21141,Logan County, Kentucky,26835,26846,26726,26985,26823,26751,26670,27014,26989
1064,21143,Lyon County, Kentucky,8314,8436,8449,8455,8413,8311,8084,8113,8009
1065,21145,McCracken County, Kentucky,65565,65825,65626,65376,65353,64984,65340,65397,65346
1066,21147,McCreary County, Kentucky,18306,18286,18056,17929,17922,17879,17542,17423,17408
1067,21149,McLean County, Kentucky,9531,9511,9499,9465,9421,9412,9351,9219,9252
1068,21151,Madison County, Kentucky,82916,84776,85415,85959,87101,88237,89568,91226,92368
1069,21153,Magoffin County, Kentucky,13333,13222,13067,12944,12982,12781,12665,12539,12362
1070,21155,Marion County, Kentucky,19820,19995,19920,19922,19071,19216,19152,19316,19404
1071,21157,Marshall County, Kentucky,31448,31258,31262,31218,30996,31060,31273,31311,31191
1072,21159,Martin County, Kentucky,12929,12849,12746,12670,12514,12304,11961,11495,11323
1073,21161,Mason County, Kentucky,17490,17548,17467,17331,17143,17066,17182,17225,17150
1074,21163,Meade County, Kentucky,28602,29643,29262,29247,29097,27740,27985,28094,28715
1075,21165,Menifee County, Kentucky,6306,6413,6333,6336,6298,6367,6444,6466,6451
1076,21167,Mercer County, Kentucky,21331,21281,21335,21304,21374,21402,21440,21588,21774
1077,21169,Metcalfe County, Kentucky,10099,10060,9974,9951,9989,9914,10007,10079,10030
1078,21171,Monroe County, Kentucky,10963,10920,10853,10722,10680,10621,10539,10611,10718
1079,21173,Montgomery County, Kentucky,26499,26758,26871,27239,27372,27586,27678,27956,28203
1080,21175,Morgan County, Kentucky,13923,13722,13536,13371,13350,13268,13251,13211,13345
1081,21177,Muhlenberg County, Kentucky,31499,31530,31390,31330,31308,31249,31151,30923,30774
1082,21179,Nelson County, Kentucky,43437,44066,44414,44552,44866,45115,45495,45612,45851
1083,21181,Nicholas County, Kentucky,7135,7088,7010,7009,7051,7061,7083,7137,7166
1084,21183,Ohio County, Kentucky,23842,23986,24026,23984,23957,24025,24150,24136,24087
1085,21185,Oldham County, Kentucky,60316,60771,62114,63067,63976,64546,65389,66489,66470
1086,21187,Owen County, Kentucky,10841,10820,10754,10638,10650,10728,10659,10789,10880
1087,21189,Owsley County, Kentucky,4755,4808,4684,4603,4505,4447,4473,4416,4472
1088,21191,Pendleton County, Kentucky,14877,14657,14541,14556,14469,14472,14571,14558,14529
1089,21193,Perry County, Kentucky,28712,28691,28295,27981,27552,27339,27123,26479,26092
1090,21195,Pike County, Kentucky,65024,64913,64590,63862,62944,61785,60422,58862,58402
1091,21197,Powell County, Kentucky,12613,12621,12479,12478,12356,12228,12257,12321,12442
1092,21199,Pulaski County, Kentucky,63063,63510,63523,63793,63862,63858,64025,64357,64623
1093,21201,Robertson County, Kentucky,2282,2290,2216,2216,2187,2135,2125,2132,2135
1094,21203,Rockcastle County, Kentucky,17056,17110,17064,16748,16827,16933,16869,16757,16750
1095,21205,Rowan County, Kentucky,23333,23562,23806,24221,24259,24655,24438,24562,24583
1096,21207,Russell County, Kentucky,17565,17701,17641,17753,17789,17685,17767,17739,17821
1097,21209,Scott County, Kentucky,47173,47922,48984,50011,51225,52136,53401,54790,56031
1098,21211,Shelby County, Kentucky,42074,42946,43776,44578,45215,45941,46762,47495,48518
1099,21213,Simpson County, Kentucky,17327,17306,17556,17695,17766,17908,18005,18105,18529
1100,21215,Spencer County, Kentucky,17061,17389,17446,17606,17741,17990,18234,18471,18794
1101,21217,Taylor County, Kentucky,24512,24985,25071,25162,25362,25583,25442,25562,25549
1102,21219,Todd County, Kentucky,12460,12427,12622,12481,12436,12450,12353,12200,12311
1103,21221,Trigg County, Kentucky,14339,14217,14415,14303,14130,14219,14304,14424,14643
1104,21223,Trimble County, Kentucky,8809,8817,8851,8818,8738,8750,8616,8565,8515
1105,21225,Union County, Kentucky,15007,15265,15088,15075,15092,14978,14796,14640,14505
1106,21227,Warren County, Kentucky,113792,115847,117406,119598,121304,124081,126493,128995,131264
1107,21229,Washington County, Kentucky,11717,11696,11829,11860,11909,12023,12138,11939,12084
1108,21231,Wayne County, Kentucky,20813,20899,20828,20786,20621,20609,20724,20621,20468
1109,21233,Webster County, Kentucky,13621,13530,13467,13370,13206,13178,13209,13071,13111
1110,21235,Whitley County, Kentucky,35637,35855,35779,35881,35847,36122,36103,36129,36242
1111,21237,Wolfe County, Kentucky,7355,7365,7197,7283,7254,7245,7193,7245,7177
1112,21239,Woodford County, Kentucky,24939,24936,25114,25344,25585,25858,26113,26396,26533
1113,22001,Acadia Parish, Louisiana,61773,61853,61991,62294,62664,62681,62793,62514,62190
1114,22003,Allen Parish, Louisiana,25764,25755,25638,25683,25729,25645,25693,25631,25605
1115,22005,Ascension Parish, Louisiana,107215,110065,112218,114638,117287,119374,121520,123028,124672
1116,22007,Assumption Parish, Louisiana,23421,23183,23072,23200,23047,22890,22751,22580,22300
1117,22009,Avoyelles Parish, Louisiana,42073,41791,41572,41275,41089,40991,40997,40871,40462
1118,22011,Beauregard Parish, Louisiana,35654,36090,36335,36267,36248,36530,36966,36847,37253
1119,22013,Bienville Parish, Louisiana,14353,14261,14194,13965,13785,13826,13780,13639,13308
1120,22015,Bossier Parish, Louisiana,116979,120122,123154,124020,124875,125577,125962,127058,127185
1121,22017,Caddo Parish, Louisiana,254969,256952,257248,255117,252604,251361,248885,246034,242922
1122,22019,Calcasieu Parish, Louisiana,192768,193838,194460,195474,196562,198427,200480,202330,203112
1123,22021,Caldwell Parish, Louisiana,10132,10127,10045,9988,9952,10047,10075,9947,9960
1124,22023,Cameron Parish, Louisiana,6839,6671,6629,6711,6725,6825,6895,6926,6968
1125,22025,Catahoula Parish, Louisiana,10407,10287,10242,10253,10131,10027,9866,9833,9608
1126,22027,Claiborne Parish, Louisiana,17195,16936,16869,16666,16405,16266,16147,16002,15944
1127,22029,Concordia Parish, Louisiana,20822,20840,20498,20499,20479,20232,19973,19849,19572
1128,22031,De Soto Parish, Louisiana,26656,26779,27024,27095,27068,27111,27198,27265,27436
1129,22033,East Baton Rouge Parish, Louisiana,440171,441173,442592,443840,444798,445078,446029,443607,440956
1130,22035,East Carroll Parish, Louisiana,7759,7657,7577,7498,7442,7276,7236,7133,7037
1131,22037,East Feliciana Parish, Louisiana,20267,20098,19875,19618,19694,19558,19528,19408,19305
1132,22039,Evangeline Parish, Louisiana,33984,33839,33746,33826,33756,33713,33642,33625,33443
1133,22041,Franklin Parish, Louisiana,20767,20768,20572,20509,20433,20388,20371,20261,20156
1134,22043,Grant Parish, Louisiana,22309,22377,22382,22298,22353,22301,22282,22322,22482
1135,22045,Iberia Parish, Louisiana,73240,73445,73671,73854,73744,73761,73008,72001,70941
1136,22047,Iberville Parish, Louisiana,33387,33358,33327,33388,33135,33137,32869,32920,32721
1137,22049,Jackson Parish, Louisiana,16274,16348,16263,16130,15989,15948,15899,15893,15902
1138,22051,Jefferson Parish, Louisiana,432552,434060,433964,434296,434131,435275,436749,436296,434051
1139,22053,Jefferson Davis Parish, Louisiana,31594,31590,31446,31297,31448,31431,31382,31491,31582
1140,22055,Lafayette Parish, Louisiana,221578,224591,227230,231414,235650,239281,241209,241534,242782
1141,22057,Lafourche Parish, Louisiana,96318,97087,97187,97291,97906,98323,98522,98202,98115
1142,22059,LaSalle Parish, Louisiana,14890,14939,14861,14822,14876,14985,15036,14929,14917
1143,22061,Lincoln Parish, Louisiana,46735,47054,47026,47235,47199,47437,47484,47465,47196
1144,22063,Livingston Parish, Louisiana,128026,130158,131815,134012,135517,137463,139970,138038,139567
1145,22065,Madison Parish, Louisiana,12093,11975,12211,11909,11819,11552,11484,11343,11161
1146,22067,Morehouse Parish, Louisiana,27979,27478,27378,26940,26655,26309,25910,25687,25398
1147,22069,Natchitoches Parish, Louisiana,39566,39380,39335,39114,39117,38996,39005,39038,38659
1148,22071,Orleans Parish, Louisiana,343829,360686,369761,378623,383930,389791,391977,391538,391006
1149,22073,Ouachita Parish, Louisiana,153720,154631,155239,156047,156351,156877,156917,155757,154475
1150,22075,Plaquemines Parish, Louisiana,23042,23586,23831,23515,23312,23443,23331,23367,23410
1151,22077,Pointe Coupee Parish, Louisiana,22802,22806,22676,22423,22309,22207,22124,22212,21940
1152,22079,Rapides Parish, Louisiana,131613,132001,132002,132319,132207,131801,131878,131282,130562
1153,22081,Red River Parish, Louisiana,9091,9082,9072,8959,8760,8714,8621,8519,8477
1154,22083,Richland Parish, Louisiana,20725,20888,20918,20918,20763,20551,20451,20415,20192
1155,22085,Sabine Parish, Louisiana,24233,24425,24326,24266,24118,24215,24068,24009,24032
1156,22087,St. Bernard Parish, Louisiana,35897,39515,41485,43434,44441,45425,45775,46108,46721
1157,22089,St. Charles Parish, Louisiana,52780,52385,52419,52614,52679,52583,52806,52673,52879
1158,22091,St. Helena Parish, Louisiana,11203,10958,10982,10775,10524,10469,10413,10385,10262
1159,22093,St. James Parish, Louisiana,22102,21780,21632,21608,21516,21480,21427,21324,21037
1160,22095,St. John the Baptist Parish, Louisiana,45924,45066,44725,43576,43723,43542,43440,43339,43184
1161,22097,St. Landry Parish, Louisiana,83384,83432,83459,83410,83674,83628,83731,83447,82764
1162,22099,St. Martin Parish, Louisiana,52160,52791,52649,52939,53299,53883,53838,54121,53621
1163,22101,St. Mary Parish, Louisiana,54650,54190,53570,53590,53283,52881,52059,50672,49774
1164,22103,St. Tammany Parish, Louisiana,233740,236813,239041,241941,245232,248913,252389,255820,258111
1165,22105,Tangipahoa Parish, Louisiana,121097,122684,123639,125526,127022,128740,130657,132322,133777
1166,22107,Tensas Parish, Louisiana,5252,5092,4999,4934,4853,4773,4657,4583,4462
1167,22109,Terrebonne Parish, Louisiana,111860,111597,111679,112687,113470,113796,112957,111691,111021
1168,22111,Union Parish, Louisiana,22721,22757,22521,22458,22561,22492,22536,22454,22330
1169,22113,Vermilion Parish, Louisiana,57999,58205,58645,59298,59545,59931,60093,59937,59830
1170,22115,Vernon Parish, Louisiana,52334,52238,54088,52787,52793,51415,51449,50519,48860
1171,22117,Washington Parish, Louisiana,47168,47123,46678,46413,46324,46368,46403,46609,46582
1172,22119,Webster Parish, Louisiana,41207,41236,40903,40658,40282,40055,39748,39274,38798
1173,22121,West Baton Rouge Parish, Louisiana,23788,24110,24153,24660,25199,25559,25906,26207,26427
1174,22123,West Carroll Parish, Louisiana,11604,11519,11499,11453,11526,11286,11129,10975,10982
1175,22125,West Feliciana Parish, Louisiana,15625,15514,15474,15460,15376,15366,15304,15377,15460
1176,22127,Winn Parish, Louisiana,15313,15149,15102,14850,14820,14645,14535,14335,14134
1177,23001,Androscoggin County, Maine,107702,107426,107481,107275,107415,107155,107404,107569,107679
1178,23003,Aroostook County, Maine,71870,71384,70767,70094,69553,68855,68233,67595,67111
1179,23005,Cumberland County, Maine,281674,282663,283624,285570,288137,289544,291138,292344,293557
1180,23007,Franklin County, Maine,30768,30738,30649,30520,30243,30057,30046,29852,29897
1181,23009,Hancock County, Maine,54418,54519,54477,54574,54502,54245,54550,54597,54811
1182,23011,Kennebec County, Maine,122151,121776,121583,121140,121236,121005,121470,121929,122083
1183,23013,Knox County, Maine,39736,39669,39610,39691,39894,39794,39788,39869,39771
1184,23015,Lincoln County, Maine,34457,34270,34156,34090,34048,33784,33973,34190,34342
1185,23017,Oxford County, Maine,57833,57756,57469,57344,57271,57110,57198,57430,57618
1186,23019,Penobscot County, Maine,153923,153749,153347,153235,153224,151949,151282,151190,151096
1187,23021,Piscataquis County, Maine,17535,17360,17263,17171,17033,16924,16876,16801,16800
1188,23023,Sagadahoc County, Maine,35293,35118,35115,35021,35075,35115,35140,35423,35634
1189,23025,Somerset County, Maine,52228,51927,51806,51701,51241,50733,50564,50421,50592
1190,23027,Waldo County, Maine,38786,38855,38927,39027,39036,39126,39436,39800,39694
1191,23029,Washington County, Maine,32856,32717,32545,32304,32012,31821,31609,31540,31490
1192,23031,York County, Maine,197131,198223,198872,199439,200840,201267,202663,204513,206229
1193,24001,Allegany County, Maryland,75087,74562,73936,73566,73007,72462,72055,71386,70975
